Moisture,EC,Soil_Temperature,N,P,K,Soil_Type,N_Class,P_Class,K_Class
35.19,2.55,26.03,84.23,62.89,69.26,Peaty,High,High,High
31.53,3.15,38.08,79.86,73.26,83.52,Sandy,High,High,High
69.05,1.11,35.17,54.34,54.66,67.95,Sandy,Medium,Medium,High
22.58,3.12,34.62,79.55,65.58,90.8,Peaty,High,High,High
64.09,0.68,31.35,59.14,44.11,65.45,Silty,Medium,Medium,High
38.88,3.17,31.79,89.39,72.73,94.3,Silty,High,High,High
40.99,1.49,32.04,56.91,52.83,67.42,Sandy,Medium,Medium,High
26.59,1.44,31.83,70.7,52.35,62.17,Loamy,High,Medium,High
45.11,2.04,30.18,70.6,53.43,70.22,Silty,High,Medium,High
27.76,3.32,39.7,98.41,75.0,72.81,Peaty,High,High,High
7.75,0.64,34.11,36.22,41.54,51.75,Silty,Medium,Medium,Medium
24.04,1.56,35.09,66.11,63.19,66.9,Peaty,High,High,High
5.45,3.07,37.19,74.46,56.37,86.62,Sandy,High,High,High
73.48,1.69,22.74,74.33,60.44,62.54,Silty,High,High,High
72.6,1.1,19.84,81.62,53.98,68.45,Peaty,High,Medium,High
32.66,1.77,28.62,63.21,44.0,55.3,Sandy,Medium,Medium,High
55.99,1.66,29.31,81.78,57.55,71.45,Loamy,High,High,High
29.21,3.25,36.24,90.82,49.94,75.84,Peaty,High,Medium,High
51.98,2.79,27.76,99.51,58.95,94.49,Loamy,High,High,High
61.38,2.02,30.56,87.66,49.14,84.96,Loamy,High,Medium,High
71.27,3.47,29.6,100.0,75.0,95.0,Clay,High,High,High
33.01,1.9,18.84,67.48,37.32,65.32,Silty,High,Medium,High
59.83,0.67,31.53,64.4,72.69,60.18,Peaty,Medium,High,High
23.61,1.29,36.22,60.75,58.37,59.85,Loamy,Medium,High,High
74.32,1.81,21.47,88.66,55.78,78.35,Clay,High,High,High
6.8,0.97,31.08,45.13,50.34,46.06,Sandy,Medium,Medium,Medium
47.25,3.34,31.06,99.68,63.31,95.0,Peaty,High,High,High
51.17,2.8,21.61,93.54,51.47,82.48,Loamy,High,Medium,High
53.16,1.3,20.72,60.52,49.54,76.43,Silty,Medium,Medium,High
13.43,2.27,39.56,85.84,67.71,76.69,Clay,High,High,High
70.7,2.66,26.66,96.4,75.0,86.93,Loamy,High,High,High
17.68,3.32,23.0,86.33,63.16,82.91,Silty,High,High,High
48.59,3.14,21.77,100.0,60.6,93.62,Loamy,High,High,High
20.59,2.05,32.69,63.74,68.11,71.37,Peaty,Medium,High,High
26.51,2.82,31.41,98.78,71.88,84.44,Peaty,High,High,High
43.25,2.19,32.16,80.12,62.67,77.11,Peaty,High,High,High
34.2,2.16,19.94,73.85,66.64,69.98,Clay,High,High,High
16.22,0.84,37.66,61.89,67.55,49.19,Peaty,Medium,High,Medium
16.97,0.88,26.56,46.26,39.36,55.05,Silty,Medium,Medium,High
34.27,2.09,24.89,86.82,49.83,84.01,Loamy,High,Medium,High
58.01,1.31,28.17,62.66,46.72,48.97,Sandy,Medium,Medium,Medium
67.86,0.56,26.58,46.0,36.88,43.93,Silty,Medium,Medium,Medium
10.89,2.67,37.0,74.55,63.53,62.67,Silty,High,High,High
32.52,0.6,38.44,55.07,37.74,61.55,Peaty,Medium,Medium,High
12.02,2.29,24.68,89.33,66.94,80.51,Clay,High,High,High
6.16,2.12,37.01,76.38,52.71,64.87,Loamy,High,Medium,High
51.32,3.41,35.19,95.77,75.0,95.0,Clay,High,High,High
47.17,1.95,38.48,83.96,41.95,73.43,Loamy,High,Medium,High
16.41,0.69,23.41,55.2,41.78,63.58,Loamy,Medium,Medium,High
21.37,2.16,30.69,91.23,48.82,81.07,Clay,High,Medium,High
6.66,3.02,24.04,78.01,67.0,67.4,Silty,High,High,High
63.45,3.49,36.13,100.0,75.0,93.83,Loamy,High,High,High
73.23,1.79,18.12,82.88,39.75,70.41,Clay,High,Medium,High
14.48,1.46,30.43,63.81,59.25,54.42,Loamy,Medium,High,Medium
21.2,3.22,25.46,78.68,67.5,75.75,Sandy,High,High,High
65.79,1.07,25.1,69.73,52.99,51.19,Silty,High,Medium,Medium
69.85,2.35,32.19,79.05,69.51,80.54,Peaty,High,High,High
34.37,1.72,36.73,77.49,62.79,84.58,Loamy,High,High,High
8.54,0.62,31.4,47.51,48.81,50.15,Sandy,Medium,Medium,Medium
7.76,1.54,36.77,71.62,44.75,59.64,Peaty,High,Medium,High
45.18,1.3,23.82,69.68,61.37,59.37,Peaty,High,High,High
32.5,2.56,29.43,79.8,63.27,76.82,Loamy,High,High,High
7.01,3.35,27.91,94.94,65.76,95.0,Clay,High,High,High
45.83,1.3,18.26,76.45,55.29,56.82,Loamy,High,High,High
5.79,2.93,30.25,75.86,46.67,72.61,Sandy,High,Medium,High
60.12,0.67,32.55,63.38,39.91,63.29,Peaty,Medium,Medium,High
26.45,2.11,31.02,86.36,57.44,82.14,Loamy,High,High,High
7.82,0.71,34.2,60.55,61.3,54.21,Clay,Medium,High,Medium
46.18,3.3,30.57,100.0,59.21,84.15,Loamy,High,High,High
32.84,2.8,19.47,71.59,57.59,76.53,Silty,High,High,High
73.17,2.47,20.56,92.32,58.27,94.41,Clay,High,High,High
43.09,2.97,31.12,79.98,55.06,76.91,Sandy,High,High,High
24.27,2.44,24.05,70.14,61.14,68.75,Peaty,High,High,High
54.66,3.41,19.75,97.56,72.71,92.25,Loamy,High,High,High
24.0,2.64,27.45,87.45,55.35,69.74,Clay,High,High,High
68.3,3.27,30.2,92.83,75.0,85.96,Silty,High,High,High
31.23,2.05,25.23,85.44,61.11,82.89,Clay,High,High,High
43.49,0.85,33.85,52.32,47.32,61.24,Silty,Medium,Medium,High
8.54,2.08,32.16,64.76,54.84,62.09,Sandy,Medium,Medium,High
34.83,0.88,25.32,58.78,64.52,69.15,Peaty,Medium,High,High
63.27,2.28,34.61,75.59,66.82,87.45,Sandy,High,High,High
61.4,1.95,32.27,84.51,56.32,81.73,Loamy,High,High,High
20.7,2.37,32.02,92.38,60.84,67.84,Clay,High,High,High
20.83,0.53,30.18,42.6,44.12,34.01,Silty,Medium,Medium,Medium
62.21,1.08,18.25,64.56,52.95,67.62,Silty,Medium,Medium,High
70.13,1.97,33.32,91.73,66.62,82.72,Clay,High,High,High
11.68,3.35,26.27,88.61,75.0,95.0,Clay,High,High,High
36.5,1.65,38.74,83.64,57.35,61.55,Loamy,High,High,High
28.62,1.77,36.0,68.66,39.85,61.9,Sandy,High,Medium,High
65.95,2.64,30.93,73.61,64.84,86.86,Silty,High,High,High
10.85,2.31,23.55,82.05,51.73,67.22,Loamy,High,Medium,High
19.78,1.4,22.48,54.2,33.31,61.82,Sandy,Medium,Medium,High
57.67,1.73,25.49,77.16,51.99,71.84,Loamy,High,Medium,High
8.59,1.15,28.48,54.87,42.37,52.76,Silty,Medium,Medium,Medium
39.48,3.4,24.51,100.0,75.0,83.77,Clay,High,High,High
35.95,0.89,29.33,62.98,39.98,63.82,Clay,Medium,Medium,High
28.41,1.62,21.64,59.74,50.37,73.85,Sandy,Medium,Medium,High
32.62,0.58,39.51,55.67,68.63,58.81,Peaty,Medium,High,High
42.1,1.17,20.37,62.19,44.31,49.34,Sandy,Medium,Medium,Medium
16.3,2.84,38.5,77.05,62.32,90.62,Peaty,High,High,High
45.04,1.1,38.1,75.85,62.0,60.14,Loamy,High,High,High
61.38,0.74,29.56,61.27,56.92,74.03,Loamy,Medium,High,High
58.21,1.92,33.95,77.3,69.69,61.39,Silty,High,High,High
15.77,0.53,27.59,55.06,43.02,52.75,Peaty,Medium,Medium,Medium
15.45,0.75,31.86,51.2,50.15,60.06,Silty,Medium,Medium,High
23.77,2.92,25.49,89.72,68.6,78.05,Clay,High,High,High
30.28,2.81,24.63,77.94,57.91,80.71,Peaty,High,High,High
33.59,3.25,30.72,84.57,61.54,88.74,Sandy,High,High,High
52.58,3.06,28.96,99.8,68.39,74.98,Clay,High,High,High
8.97,2.55,30.75,78.56,50.47,84.82,Clay,High,Medium,High
7.43,0.66,24.31,49.89,36.36,43.62,Sandy,Medium,Medium,Medium
32.43,2.85,26.07,93.53,75.0,94.72,Clay,High,High,High
53.8,3.04,19.85,91.89,71.55,79.69,Peaty,High,High,High
18.54,2.9,19.15,85.07,50.39,63.78,Silty,High,Medium,High
49.91,2.03,23.58,89.43,59.09,73.04,Clay,High,High,High
23.19,1.2,19.63,60.7,54.78,54.67,Peaty,Medium,Medium,Medium
67.03,3.04,20.28,100.0,69.33,87.49,Loamy,High,High,High
67.7,2.68,35.88,100.0,74.52,82.88,Peaty,High,High,High
25.81,3.44,18.86,84.18,63.78,67.06,Silty,High,High,High
21.1,0.97,32.5,57.38,51.41,57.15,Peaty,Medium,Medium,High
33.79,1.18,24.0,58.66,44.73,56.05,Sandy,Medium,Medium,High
21.84,1.14,37.17,66.67,40.19,54.55,Silty,High,Medium,Medium
52.07,2.88,28.67,89.81,71.39,88.3,Loamy,High,High,High
62.82,1.06,24.72,54.4,47.23,58.1,Sandy,Medium,Medium,High
52.12,0.7,29.39,55.25,37.32,49.0,Peaty,Medium,Medium,Medium
62.7,3.5,26.4,100.0,62.57,86.55,Silty,High,High,High
32.79,0.57,30.41,53.18,55.3,56.64,Loamy,Medium,High,High
15.94,3.01,20.52,75.24,39.8,71.59,Sandy,High,Medium,High
56.66,1.6,39.93,75.62,53.39,63.05,Loamy,High,Medium,High
30.23,3.02,27.36,92.53,64.07,91.72,Peaty,High,High,High
51.99,2.16,25.66,91.08,71.18,70.29,Loamy,High,High,High
23.95,3.2,33.62,96.29,75.0,80.33,Clay,High,High,High
10.69,3.28,26.01,83.58,70.29,77.04,Sandy,High,High,High
74.48,0.53,36.33,62.32,56.9,60.38,Loamy,Medium,High,High
15.93,0.73,27.99,47.27,44.17,57.53,Peaty,Medium,Medium,High
74.19,1.25,33.83,70.6,65.2,75.56,Peaty,High,High,High
73.41,2.51,20.36,94.97,55.8,88.57,Loamy,High,High,High
60.57,3.16,36.61,93.44,62.98,91.06,Peaty,High,High,High
51.16,1.88,34.19,60.18,48.05,72.65,Silty,Medium,Medium,High
45.45,2.32,22.66,70.57,64.28,60.26,Silty,High,High,High
65.63,1.07,21.2,63.15,42.26,66.41,Silty,Medium,Medium,High
25.26,2.91,24.96,99.34,70.79,81.32,Clay,High,High,High
37.74,3.4,39.47,100.0,72.67,95.0,Loamy,High,High,High
48.36,1.31,23.65,74.07,62.97,75.78,Clay,High,High,High
33.78,1.98,28.03,71.99,47.72,69.84,Peaty,High,Medium,High
34.92,0.76,18.66,63.79,42.07,58.52,Clay,Medium,Medium,High
28.12,2.18,26.74,72.04,60.37,80.77,Peaty,High,High,High
44.5,2.01,30.57,82.73,55.45,57.76,Peaty,High,High,High
64.54,0.93,38.97,68.22,33.38,57.67,Sandy,High,Medium,High
19.11,1.83,29.37,59.94,40.41,74.36,Silty,Medium,Medium,High
70.41,1.5,36.02,67.08,51.57,78.24,Peaty,High,Medium,High
53.24,2.07,30.04,77.55,48.23,63.32,Sandy,High,Medium,High
62.63,2.26,18.9,82.3,61.33,74.51,Silty,High,High,High
43.93,0.53,24.93,59.95,49.47,47.7,Peaty,Medium,Medium,Medium
59.57,2.78,30.66,100.0,67.3,82.84,Peaty,High,High,High
6.13,2.64,38.91,75.08,75.0,82.79,Clay,High,High,High
62.29,1.6,36.9,70.59,71.86,79.5,Clay,High,High,High
7.81,0.66,23.02,45.79,46.29,50.59,Silty,Medium,Medium,Medium
67.29,2.76,22.84,95.0,52.11,93.4,Peaty,High,Medium,High
74.44,3.37,22.43,100.0,70.14,86.07,Loamy,High,High,High
25.58,1.22,38.29,81.4,58.36,66.27,Clay,High,High,High
19.72,1.47,36.76,55.63,48.31,53.62,Silty,Medium,Medium,Medium
58.58,1.05,35.05,62.56,69.3,62.13,Peaty,Medium,High,High
22.71,2.23,26.64,78.87,56.83,67.01,Peaty,High,High,High
65.59,0.96,29.1,75.02,44.79,68.74,Loamy,High,Medium,High
12.2,1.57,28.22,55.07,40.43,65.46,Silty,Medium,Medium,High
13.82,2.59,23.57,81.47,74.99,82.52,Peaty,High,High,High
73.54,2.18,29.11,97.01,61.68,75.52,Clay,High,High,High
52.17,1.66,18.67,85.34,37.45,68.9,Loamy,High,Medium,High
64.28,1.76,20.9,74.46,48.61,58.98,Silty,High,Medium,High
27.7,2.19,37.5,92.51,46.71,67.7,Loamy,High,Medium,High
52.35,0.52,34.54,74.11,60.43,56.3,Clay,High,High,High
46.6,0.74,27.3,45.46,30.91,55.41,Silty,Medium,Medium,High
47.22,3.14,29.38,86.84,56.11,92.54,Loamy,High,High,High
52.78,0.73,26.14,58.01,46.1,56.88,Sandy,Medium,Medium,High
45.28,2.62,34.3,99.27,75.0,89.42,Clay,High,High,High
35.03,3.26,35.25,96.82,69.36,85.71,Clay,High,High,High
24.31,1.31,34.79,65.47,45.16,74.66,Clay,High,Medium,High
58.8,1.61,33.9,60.25,56.94,70.84,Sandy,Medium,High,High
20.84,2.21,22.5,62.35,47.24,61.79,Sandy,Medium,Medium,High
53.46,3.15,25.44,100.0,74.97,85.13,Peaty,High,High,High
21.33,3.33,28.34,92.88,71.93,82.44,Loamy,High,High,High
48.77,2.72,25.28,91.91,58.09,72.82,Peaty,High,High,High
57.3,0.76,34.61,52.61,60.39,67.18,Loamy,Medium,High,High
20.31,2.51,25.25,78.97,56.09,74.49,Sandy,High,High,High
9.2,1.73,21.04,64.3,56.77,50.43,Sandy,Medium,High,Medium
14.17,1.91,26.78,63.93,59.17,58.56,Peaty,Medium,High,High
47.42,0.65,39.56,51.65,54.71,47.71,Silty,Medium,Medium,Medium
64.46,1.07,22.97,69.92,62.9,64.66,Peaty,High,High,High
8.15,2.87,31.47,82.91,61.64,70.46,Loamy,High,High,High
56.39,1.86,27.53,61.3,52.08,80.94,Peaty,Medium,Medium,High
28.89,1.4,19.56,70.03,52.67,72.93,Clay,High,Medium,High
38.5,1.65,28.73,76.05,53.07,72.41,Loamy,High,Medium,High
70.02,3.06,33.45,95.76,75.0,95.0,Loamy,High,High,High
28.24,2.75,29.29,77.59,59.22,75.36,Silty,High,High,High
37.57,1.32,37.19,65.4,55.3,62.32,Sandy,High,High,High
5.96,0.85,24.36,57.44,35.4,44.99,Loamy,Medium,Medium,Medium
10.71,1.26,19.9,41.93,46.46,60.92,Sandy,Medium,Medium,High
23.1,3.26,38.6,89.21,57.39,83.58,Peaty,High,High,High
6.95,2.24,26.32,81.16,64.2,72.64,Clay,High,High,High
49.2,2.1,30.68,68.19,65.03,87.93,Silty,High,High,High
34.85,2.29,35.42,74.62,60.53,68.56,Sandy,High,High,High
43.37,1.6,25.13,66.36,57.35,74.04,Loamy,High,High,High
17.23,2.92,33.76,75.62,57.56,78.41,Sandy,High,High,High
25.72,2.07,20.98,70.77,49.68,61.85,Loamy,High,Medium,High
51.47,0.85,24.41,53.28,45.98,46.2,Sandy,Medium,Medium,Medium
72.57,0.89,21.18,75.34,68.02,78.19,Loamy,High,High,High
8.53,2.11,35.85,70.86,58.96,74.42,Peaty,High,High,High
67.33,3.31,22.9,100.0,57.83,92.65,Loamy,High,High,High
45.38,1.43,33.78,71.28,43.29,64.88,Loamy,High,Medium,High
44.47,3.11,38.75,97.4,59.73,94.1,Clay,High,High,High
40.02,2.79,29.61,94.78,61.13,86.53,Loamy,High,High,High
9.86,1.24,29.88,70.18,61.42,64.09,Clay,High,High,High
11.29,0.61,28.14,54.08,33.56,53.81,Silty,Medium,Medium,Medium
47.06,0.81,25.17,68.46,62.51,55.87,Clay,High,High,High
28.87,2.69,28.46,75.37,62.32,72.04,Peaty,High,High,High
69.21,1.1,31.26,79.44,61.79,77.21,Clay,High,High,High
33.46,1.61,39.69,69.47,58.93,78.68,Silty,High,High,High
15.03,2.01,38.63,85.65,62.88,76.47,Peaty,High,High,High
55.03,2.68,36.97,87.76,60.05,87.18,Sandy,High,High,High
25.53,0.84,37.56,44.4,28.85,51.03,Sandy,Medium,Low,Medium
41.78,1.72,28.29,80.0,53.1,74.62,Clay,High,Medium,High
53.85,1.96,32.46,81.89,55.22,79.95,Clay,High,High,High
68.02,2.12,37.69,72.86,64.67,74.48,Silty,High,High,High
60.45,2.96,26.64,87.6,64.83,91.7,Silty,High,High,High
52.35,1.02,39.16,73.04,54.71,73.49,Loamy,High,Medium,High
52.57,2.92,27.15,76.76,75.0,77.55,Silty,High,High,High
71.21,2.58,31.22,86.81,61.88,74.48,Loamy,High,High,High
25.71,2.17,33.62,83.55,40.98,72.79,Peaty,High,Medium,High
5.08,2.6,38.91,91.23,64.05,71.73,Clay,High,High,High
24.04,1.74,23.38,68.05,61.59,66.09,Peaty,High,High,High
20.25,0.92,34.41,60.07,49.4,44.98,Silty,Medium,Medium,Medium
51.33,2.5,29.46,92.32,59.8,89.11,Peaty,High,High,High
49.36,2.07,23.91,79.68,59.52,78.69,Peaty,High,High,High
46.54,2.42,35.09,68.63,75.0,84.28,Peaty,High,High,High
6.14,1.51,30.15,47.11,40.98,64.37,Silty,Medium,Medium,High
56.01,3.22,32.54,93.03,69.46,93.07,Peaty,High,High,High
27.65,2.26,25.1,86.36,62.85,78.36,Loamy,High,High,High
51.55,0.76,28.59,59.38,49.77,64.27,Silty,Medium,Medium,High
43.96,1.85,31.58,72.61,56.12,70.82,Peaty,High,High,High
28.99,2.77,26.91,78.51,54.72,79.13,Silty,High,Medium,High
14.42,2.88,22.36,77.7,52.48,64.49,Sandy,High,Medium,High
11.61,1.98,39.16,70.53,62.84,71.85,Loamy,High,High,High
63.21,3.18,29.25,99.46,72.47,95.0,Peaty,High,High,High
69.29,1.3,34.15,62.41,71.48,68.81,Sandy,Medium,High,High
50.49,1.73,27.04,56.86,40.61,63.59,Sandy,Medium,Medium,High
12.24,3.2,25.81,81.98,72.7,79.2,Silty,High,High,High
33.14,3.19,26.96,84.5,59.06,79.06,Sandy,High,High,High
56.03,2.56,27.0,96.65,62.84,84.33,Loamy,High,High,High
59.59,3.08,29.97,93.14,75.0,87.27,Loamy,High,High,High
13.28,0.77,29.96,60.98,55.31,60.72,Clay,Medium,High,High
5.0,3.09,28.94,92.17,71.03,85.62,Loamy,High,High,High
54.85,1.46,20.97,64.28,60.46,60.54,Sandy,Medium,High,High
29.96,1.03,28.91,53.3,50.43,61.7,Loamy,Medium,Medium,High
22.81,1.22,21.72,63.81,56.12,56.66,Silty,Medium,High,High
5.9,1.75,20.77,79.06,46.07,62.76,Clay,High,Medium,High
42.82,1.25,38.52,57.53,50.3,62.72,Sandy,Medium,Medium,High
64.58,1.46,31.31,78.88,58.39,79.07,Clay,High,High,High
72.03,0.9,32.51,47.07,47.56,68.66,Sandy,Medium,Medium,High
44.6,1.39,26.84,67.63,51.07,62.75,Silty,High,Medium,High
41.01,2.22,38.0,92.64,71.67,76.53,Clay,High,High,High
10.95,1.83,32.03,62.35,59.35,65.88,Peaty,Medium,High,High
43.42,1.54,34.92,69.23,48.6,54.23,Sandy,High,Medium,Medium
31.6,2.74,26.11,93.91,55.19,84.78,Peaty,High,High,High
47.5,3.18,39.12,91.57,65.38,78.83,Clay,High,High,High
32.21,2.77,36.05,83.12,65.23,89.11,Peaty,High,High,High
21.82,1.5,36.79,56.85,42.22,73.11,Peaty,Medium,Medium,High
11.65,2.73,21.79,89.0,51.69,58.83,Clay,High,Medium,High
27.04,0.96,23.96,56.96,40.86,61.06,Silty,Medium,Medium,High
11.77,0.89,24.28,49.59,53.61,61.21,Peaty,Medium,Medium,High
17.38,1.54,23.96,70.15,49.07,60.59,Peaty,High,Medium,High
74.11,2.92,36.82,91.88,75.0,76.97,Silty,High,High,High
36.09,1.24,18.7,72.02,50.0,55.01,Peaty,High,Medium,High
42.23,0.69,19.67,63.86,42.05,50.01,Peaty,Medium,Medium,Medium
66.15,0.9,24.03,60.05,48.17,71.39,Peaty,Medium,Medium,High
74.69,3.08,22.4,100.0,58.39,87.81,Loamy,High,High,High
45.79,2.4,23.1,80.61,75.0,78.62,Silty,High,High,High
61.87,1.26,35.55,78.09,66.52,67.15,Peaty,High,High,High
27.89,2.17,30.39,70.32,59.94,68.45,Silty,High,High,High
26.4,2.08,18.13,72.1,38.85,52.22,Sandy,High,Medium,Medium
33.19,2.47,27.45,68.61,52.35,62.53,Sandy,High,Medium,High
52.08,1.2,26.97,61.66,45.24,73.33,Peaty,Medium,Medium,High
52.75,3.09,20.51,82.52,61.96,80.14,Silty,High,High,High
27.07,1.43,32.88,56.54,43.45,61.56,Silty,Medium,Medium,High
14.32,2.58,33.45,85.52,52.02,84.26,Silty,High,Medium,High
49.27,0.55,33.86,56.85,44.28,57.73,Loamy,Medium,Medium,High
13.98,1.62,34.03,59.36,48.27,57.31,Sandy,Medium,Medium,High
45.49,1.56,18.0,70.81,49.31,69.52,Silty,High,Medium,High
53.54,2.13,38.99,65.98,59.25,73.11,Silty,High,High,High
54.04,0.72,35.91,59.49,66.2,64.0,Loamy,Medium,High,High
57.74,2.87,37.89,96.85,75.0,95.0,Loamy,High,High,High
66.1,1.15,18.34,67.93,42.33,59.37,Silty,High,Medium,High
40.0,2.53,38.54,75.95,69.31,89.68,Clay,High,High,High
56.12,2.91,35.82,88.4,59.85,81.46,Silty,High,High,High
48.34,2.19,36.42,69.64,56.65,79.32,Silty,High,High,High
18.06,2.72,20.05,84.63,61.53,80.71,Loamy,High,High,High
6.8,2.49,34.25,81.66,65.03,74.18,Loamy,High,High,High
24.92,1.57,39.12,68.42,49.03,62.45,Silty,High,Medium,High
36.01,2.93,32.93,80.89,53.31,61.83,Silty,High,Medium,High
48.2,1.38,30.55,69.82,52.99,70.03,Silty,High,Medium,High
64.5,2.21,38.8,76.08,69.85,73.16,Loamy,High,High,High
18.74,2.74,27.74,78.18,51.86,65.63,Silty,High,Medium,High
13.79,1.64,31.18,56.78,56.63,56.62,Silty,Medium,High,High
72.44,1.41,28.48,76.61,62.55,57.58,Peaty,High,High,High
12.56,1.88,38.52,71.86,53.74,75.42,Clay,High,Medium,High
38.49,2.95,19.67,75.8,66.23,78.38,Sandy,High,High,High
45.99,3.29,29.02,96.61,75.0,89.12,Clay,High,High,High
42.9,2.14,33.11,69.11,75.0,70.59,Peaty,High,High,High
11.02,2.48,35.42,60.88,69.91,64.04,Sandy,Medium,High,High
8.99,3.21,30.83,84.62,52.87,82.24,Silty,High,Medium,High
12.38,0.8,38.0,51.74,56.79,44.27,Peaty,Medium,High,Medium
45.99,1.2,38.72,59.25,60.64,57.68,Silty,Medium,High,High
43.1,2.63,19.42,100.0,57.04,69.54,Loamy,High,High,High
21.36,2.97,26.85,86.65,65.01,86.47,Peaty,High,High,High
49.64,3.07,18.52,100.0,48.3,84.09,Loamy,High,Medium,High
62.4,1.75,25.25,78.81,42.15,75.95,Peaty,High,Medium,High
7.91,0.77,29.81,70.42,32.09,61.69,Peaty,High,Medium,High
39.87,1.81,38.04,56.63,63.54,82.13,Loamy,Medium,High,High
53.25,1.19,36.62,53.27,56.41,52.65,Sandy,Medium,High,Medium
22.66,1.37,20.8,76.07,48.35,66.53,Clay,High,Medium,High
26.54,2.82,20.05,77.13,69.53,81.72,Silty,High,High,High
47.95,0.73,30.96,63.61,58.63,63.53,Peaty,Medium,High,High
67.86,2.98,29.71,88.97,52.44,89.38,Silty,High,Medium,High
61.69,1.78,23.86,86.54,56.5,61.14,Loamy,High,High,High
45.82,2.29,37.79,66.86,53.17,78.33,Silty,High,Medium,High
56.12,0.77,38.4,63.69,58.72,57.58,Loamy,Medium,High,High
30.54,1.51,26.86,65.01,49.5,64.56,Silty,High,Medium,High
49.87,0.77,37.59,65.5,48.51,68.65,Clay,High,Medium,High
37.63,3.38,26.45,100.0,75.0,95.0,Clay,High,High,High
18.3,2.92,34.21,97.76,65.7,84.08,Clay,High,High,High
54.12,1.88,28.47,73.27,57.11,85.79,Clay,High,High,High
43.95,1.17,20.7,73.85,49.65,68.66,Clay,High,Medium,High
30.1,3.3,38.41,89.91,75.0,94.22,Clay,High,High,High
68.79,1.53,27.99,82.7,65.77,65.88,Loamy,High,High,High
6.47,0.98,34.16,50.68,47.32,58.88,Peaty,Medium,Medium,High
27.1,2.19,26.08,56.62,45.73,81.3,Silty,Medium,Medium,High
8.98,3.33,18.42,100.0,54.69,75.84,Clay,High,Medium,High
58.66,0.51,20.21,61.82,43.73,62.24,Loamy,Medium,Medium,High
54.15,1.21,28.92,72.89,58.93,72.51,Loamy,High,High,High
28.19,3.32,33.18,100.0,73.59,95.0,Loamy,High,High,High
52.3,1.01,25.36,68.55,45.44,66.85,Peaty,High,Medium,High
32.72,0.84,33.3,52.59,54.1,53.34,Silty,Medium,Medium,Medium
57.94,2.21,33.37,82.41,55.59,81.5,Peaty,High,High,High
36.79,3.09,33.49,75.49,57.82,77.81,Sandy,High,High,High
33.86,1.93,28.84,76.08,45.69,80.67,Loamy,High,Medium,High
70.43,3.48,38.13,100.0,59.25,79.54,Sandy,High,High,High
22.56,2.54,28.76,84.77,53.87,76.45,Clay,High,Medium,High
13.43,0.72,27.91,58.67,47.28,59.5,Clay,Medium,Medium,High
45.92,3.48,22.39,100.0,58.25,95.0,Peaty,High,High,High
72.85,1.72,24.77,64.07,67.52,68.35,Silty,Medium,High,High
31.45,1.36,18.93,63.7,37.8,49.93,Sandy,Medium,Medium,Medium
9.34,2.17,31.94,57.21,54.95,64.18,Silty,Medium,Medium,High
28.75,1.41,23.47,70.61,61.03,60.16,Peaty,High,High,High
40.42,0.76,24.69,65.57,50.6,58.05,Clay,High,Medium,High
16.33,0.5,34.96,47.14,41.11,44.0,Silty,Medium,Medium,Medium
51.07,1.85,25.2,65.01,55.1,63.72,Silty,High,High,High
74.84,3.01,23.33,100.0,64.32,80.44,Clay,High,High,High
36.62,2.22,21.72,76.5,44.67,69.13,Sandy,High,Medium,High
29.83,3.5,35.05,97.62,75.0,95.0,Clay,High,High,High
33.05,1.36,20.85,66.35,42.25,67.86,Silty,High,Medium,High
13.06,1.34,27.98,55.63,53.58,60.05,Sandy,Medium,Medium,High
66.83,0.98,29.15,55.94,56.85,63.59,Sandy,Medium,High,High
34.04,0.99,33.12,64.14,54.95,65.75,Clay,Medium,Medium,High
32.11,1.36,31.93,59.16,58.41,46.83,Silty,Medium,High,Medium
51.18,2.88,35.84,89.17,63.11,88.02,Peaty,High,High,High
35.94,3.22,18.98,93.68,65.51,80.72,Silty,High,High,High
50.38,3.43,24.52,100.0,74.15,95.0,Loamy,High,High,High
9.3,1.2,24.16,58.04,44.5,61.3,Peaty,Medium,Medium,High
61.96,3.14,21.21,95.91,58.4,81.04,Sandy,High,High,High
70.84,1.48,24.36,74.09,58.96,83.78,Peaty,High,High,High
50.41,0.84,24.81,51.36,61.78,58.91,Sandy,Medium,High,High
71.82,3.11,29.48,75.0,63.83,86.89,Sandy,High,High,High
15.6,2.41,32.6,71.84,55.25,77.64,Peaty,High,High,High
38.42,0.99,26.38,49.3,55.63,53.77,Sandy,Medium,High,Medium
47.13,1.79,33.83,62.39,55.81,65.73,Sandy,Medium,High,High
45.72,1.36,25.4,67.78,60.56,51.22,Loamy,High,High,Medium
33.1,2.71,24.39,86.25,69.14,67.94,Silty,High,High,High
28.67,1.86,29.91,61.53,37.7,60.61,Silty,Medium,Medium,High
13.88,3.47,18.52,93.81,61.43,89.03,Loamy,High,High,High
32.42,0.66,19.76,59.92,42.68,41.99,Peaty,Medium,Medium,Medium
16.39,1.57,27.2,65.74,45.63,63.24,Clay,High,Medium,High
56.41,1.95,38.74,91.84,49.41,75.03,Clay,High,Medium,High
19.62,2.01,33.87,82.63,46.34,74.77,Clay,High,Medium,High
9.1,1.45,19.94,60.95,48.75,64.14,Loamy,Medium,Medium,High
43.67,2.69,36.62,94.32,62.06,79.64,Loamy,High,High,High
