Moisture,pH,EC,N,P,K,Soil_Type,N_Class,P_Class,K_Class,Soil_Temperature
60.15,7.71,1.95,27.59,49.51,58.03,Clay,Low,Medium,Medium,27.65
53.44,7.23,2.1,42.23,46.2,70.36,Silty,Medium,Medium,High,27.73
72.63,7.34,2.62,95.11,11.08,68.5,Peaty,High,Low,High,21.52
70.81,6.64,1.8,30.98,39.25,15.77,Peaty,Low,Medium,Low,22.81
47.17,6.49,2.27,61.76,58.04,49.14,Clay,Medium,High,Medium,28.41
52.29,7.99,1.93,40.65,21.53,75.1,Clay,Medium,Low,High,27.06
52.37,7.46,2.01,39.13,45.34,62.28,Clay,Low,Medium,Medium,22.8
37.44,5.83,1.15,31.89,10.6,22.13,Silty,Low,Low,Low,24.63
31.5,5.55,2.07,78.76,41.8,48.69,Loamy,High,Medium,Medium,31.98
67.47,7.1,2.27,49.09,63.23,55.76,Peaty,Medium,High,Medium,22.61
44.82,7.29,1.9,63.79,23.61,59.67,Peaty,Medium,Low,Medium,25.57
25.45,5.8,1.8,72.01,36.41,58.28,Silty,High,Medium,Medium,27.53
11.94,7.71,1.22,20.99,19.44,49.71,Sandy,Low,Low,Medium,25.03
36.86,6.54,1.83,61.4,46.63,50.04,Loamy,Medium,Medium,Medium,31.18
38.24,6.48,2.22,97.71,17.98,48.93,Clay,High,Low,Medium,30.59
31.18,7.94,2.52,90.11,69.08,66.57,Clay,High,High,High,26.75
49.06,5.57,1.74,67.39,33.42,19.43,Peaty,Medium,Medium,Low,27.11
51.14,7.4,1.89,61.77,42.34,21.87,Silty,Medium,Medium,Low,26.16
50.35,5.04,2.19,83.85,11.85,72.72,Peaty,High,Low,High,29.7
32.14,5.54,2.24,93.5,44.55,48.19,Loamy,High,Medium,Medium,28.43
40.6,7.19,2.33,91.42,23.82,78.07,Silty,High,Low,High,33.08
20.14,5.88,1.85,37.34,43.55,78.35,Sandy,Low,Medium,High,31.85
26.67,6.37,1.33,28.98,39.34,40.32,Loamy,Low,Medium,Medium,28.17
47.7,7.73,2.36,53.81,61.59,68.68,Silty,Medium,High,High,32.76
72.6,7.78,2.25,85.56,28.7,37.56,Peaty,High,Medium,Medium,28.7
44.9,7.89,1.8,44.23,59.32,18.68,Clay,Medium,High,Low,27.11
51.56,6.85,2.07,79.37,30.84,45.71,Silty,High,Medium,Medium,27.21
19.31,6.91,0.85,24.78,15.09,19.61,Sandy,Low,Low,Low,34.23
53.95,7.71,2.2,86.49,26.25,49.54,Peaty,High,Medium,Medium,24.75
41.91,7.68,2.0,73.35,42.5,26.32,Silty,High,Medium,Low,27.58
50.78,5.69,2.33,63.01,26.95,84.42,Silty,Medium,Medium,High,30.34
25.21,7.06,1.67,29.66,53.37,64.48,Sandy,Low,High,Medium,28.33
37.87,5.44,2.3,62.83,58.84,75.53,Clay,Medium,High,High,26.3
31.75,7.78,2.37,95.71,68.89,62.34,Clay,High,High,Medium,22.5
18.54,5.38,1.91,52.5,58.1,80.59,Loamy,Medium,High,High,28.36
44.76,5.25,2.06,80.73,69.58,22.34,Loamy,High,High,Low,27.93
31.02,6.83,2.06,77.3,65.99,28.98,Silty,High,High,Low,27.94
44.68,7.91,2.14,63.71,50.72,58.79,Peaty,Medium,High,Medium,27.45
31.36,6.26,1.42,49.47,42.04,28.94,Loamy,Medium,Medium,Low,29.84
64.54,7.98,2.9,99.75,54.33,86.3,Clay,High,High,High,22.81
26.41,7.77,1.37,31.46,47.95,23.55,Sandy,Low,Medium,Low,37.38
31.56,6.29,1.91,29.32,66.51,58.6,Clay,Low,High,Medium,23.84
27.53,5.77,1.54,62.95,50.12,19.71,Silty,Medium,High,Low,29.92
18.15,5.47,1.9,62.97,68.27,34.02,Sandy,Medium,High,Low,25.12
8.13,7.15,1.32,26.49,35.8,71.01,Sandy,Low,Medium,High,26.72
25.74,5.42,1.73,81.15,51.54,26.4,Sandy,High,High,Low,26.61
60.76,7.83,2.2,91.1,24.58,37.59,Peaty,High,Low,Medium,22.09
9.1,6.87,1.93,26.1,60.66,80.93,Sandy,Low,High,High,28.53
25.8,6.65,1.12,34.31,10.39,44.37,Loamy,Low,Low,Medium,31.87
57.63,5.2,2.04,53.02,64.47,20.12,Clay,Medium,High,Low,31.87
32.27,7.41,1.68,83.51,21.48,40.76,Loamy,High,Low,Medium,24.88
56.12,6.8,1.81,35.6,61.45,36.12,Peaty,Low,High,Medium,20.37
45.62,7.65,1.57,25.3,12.62,67.27,Clay,Low,Low,High,26.25
16.36,5.8,1.99,28.42,68.35,70.7,Sandy,Low,High,High,27.78
38.46,5.18,1.81,43.54,40.93,35.03,Silty,Medium,Medium,Medium,32.5
68.53,6.64,2.71,91.35,53.64,79.16,Peaty,High,High,High,25.03
51.89,7.67,1.48,23.56,10.02,32.2,Silty,Low,Low,Low,29.11
32.38,7.5,1.85,72.73,54.34,17.27,Loamy,High,High,Low,31.93
41.9,7.25,2.24,76.43,55.18,50.16,Clay,High,High,Medium,23.96
32.31,7.76,1.71,24.39,27.35,69.49,Silty,Low,Medium,High,24.83
22.65,6.32,1.51,71.42,20.38,26.33,Loamy,High,Low,Low,30.07
24.79,6.15,1.92,65.0,41.71,66.95,Sandy,Medium,Medium,High,28.83
57.6,7.21,2.22,54.77,54.66,30.8,Peaty,Medium,High,Low,25.72
25.27,5.12,2.02,61.8,44.08,89.61,Loamy,Medium,Medium,High,29.15
72.04,7.0,2.28,21.93,65.73,82.01,Peaty,Low,High,High,25.75
26.73,7.01,1.37,28.35,50.62,18.61,Sandy,Low,High,Low,29.71
31.94,6.09,1.54,25.69,47.48,47.93,Silty,Low,Medium,Medium,30.27
30.07,7.69,1.51,46.0,49.22,25.64,Clay,Medium,Medium,Low,29.97
47.23,6.9,1.39,28.53,38.79,30.71,Clay,Low,Medium,Low,24.9
26.2,6.76,1.26,37.09,38.98,30.95,Loamy,Low,Medium,Low,31.35
64.95,7.82,1.82,30.33,42.57,15.01,Clay,Low,Medium,Low,30.55
25.88,6.02,1.92,33.66,41.36,82.85,Silty,Low,Medium,High,28.23
19.4,7.95,2.32,62.42,66.56,79.42,Sandy,Medium,High,High,28.73
49.06,7.06,1.86,50.79,27.65,70.3,Peaty,Medium,Medium,High,23.34
18.36,7.44,1.69,34.85,32.15,62.76,Sandy,Low,Medium,Medium,34.09
9.12,6.98,1.58,70.8,57.16,17.93,Sandy,High,High,Low,31.83
53.64,6.82,2.07,46.86,51.11,72.51,Peaty,Medium,High,High,28.46
54.94,7.37,1.95,64.17,36.79,37.29,Silty,Medium,Medium,Medium,24.06
40.74,5.58,1.58,20.36,36.69,47.79,Clay,Low,Medium,Medium,26.0
47.93,7.53,2.52,78.1,49.07,62.02,Silty,High,Medium,Medium,29.06
43.48,7.57,2.33,50.8,37.78,81.75,Peaty,Medium,Medium,High,25.4
54.39,5.14,2.44,52.9,65.3,89.93,Silty,Medium,High,High,24.18
16.3,6.9,1.63,97.19,30.88,17.69,Sandy,High,Medium,Low,31.92
11.1,7.19,1.47,64.86,35.62,41.75,Sandy,Medium,Medium,Medium,25.19
54.85,7.38,2.3,92.0,61.58,22.6,Clay,High,High,Low,26.5
64.47,6.61,1.71,33.75,25.22,48.77,Peaty,Low,Medium,Medium,28.38
39.08,7.61,1.71,59.59,54.71,17.46,Clay,Medium,High,Low,22.34
62.58,6.4,1.96,80.24,39.13,21.32,Peaty,High,Medium,Low,20.51
45.04,7.48,2.28,78.44,37.18,80.1,Silty,High,Medium,High,29.28
60.9,6.07,1.67,30.77,44.41,28.05,Peaty,Low,Medium,Low,24.86
42.37,6.7,1.61,35.64,14.17,72.21,Silty,Low,Low,High,31.68
41.6,6.23,2.04,23.73,34.14,77.3,Silty,Low,Medium,High,23.79
55.74,7.41,2.49,72.51,45.95,62.58,Clay,High,Medium,Medium,31.13
23.38,5.66,1.68,43.33,40.14,33.45,Loamy,Medium,Medium,Low,25.84
51.93,7.95,2.39,34.5,59.92,78.22,Silty,Low,High,High,30.63
52.21,6.76,2.22,67.7,61.99,20.44,Clay,Medium,High,Low,30.79
12.54,7.93,1.91,91.26,64.59,33.91,Sandy,High,High,Low,29.17
21.37,5.48,2.12,94.52,58.15,45.83,Loamy,High,High,Medium,25.94
21.67,7.76,1.74,33.65,43.11,86.34,Loamy,Low,Medium,High,31.4
25.55,6.25,1.67,22.13,48.29,62.82,Sandy,Low,Medium,Medium,32.25
58.03,6.48,2.86,95.57,42.75,87.31,Peaty,High,Medium,High,24.0
15.72,5.24,1.83,53.77,39.41,79.01,Sandy,Medium,Medium,High,31.06
51.98,6.12,1.67,26.93,24.59,60.9,Silty,Low,Low,Medium,26.63
10.02,8.0,1.7,47.81,35.72,82.23,Sandy,Medium,Medium,High,32.42
47.68,7.91,1.92,55.13,45.34,26.42,Silty,Medium,Medium,Low,28.2
28.99,5.88,2.01,81.17,35.11,74.86,Loamy,High,Medium,High,27.54
57.52,5.88,1.77,37.39,31.75,34.31,Peaty,Low,Medium,Low,26.64
33.46,5.29,2.28,53.98,67.61,78.93,Loamy,Medium,High,High,30.37
73.18,5.04,2.42,50.72,59.69,48.96,Peaty,Medium,High,Medium,27.82
33.06,6.3,1.13,32.24,27.4,20.33,Clay,Low,Medium,Low,24.85
43.14,5.83,2.11,79.11,18.6,82.98,Peaty,High,Low,High,23.94
19.53,7.04,0.94,30.75,19.43,22.55,Sandy,Low,Low,Low,27.75
64.48,5.08,1.82,25.46,59.87,37.52,Clay,Low,High,Medium,22.47
27.91,6.91,1.77,80.34,39.3,41.42,Loamy,High,Medium,Medium,30.61
50.53,6.17,2.53,83.31,55.46,75.89,Clay,High,High,High,30.42
35.32,7.61,1.03,23.68,22.04,16.72,Silty,Low,Low,Low,32.8
10.2,5.7,2.0,77.84,56.56,68.65,Sandy,High,High,High,30.87
20.02,5.85,2.3,71.33,36.7,85.96,Loamy,High,Medium,High,32.42
65.94,6.43,2.45,94.54,58.23,36.51,Peaty,High,High,Medium,29.74
17.36,6.18,1.45,68.18,52.18,18.13,Sandy,Medium,High,Low,36.17
43.83,5.67,1.72,87.98,17.97,23.71,Peaty,High,Low,Low,25.83
44.86,5.36,2.36,93.91,59.19,56.71,Clay,High,High,Medium,23.93
33.55,5.06,1.48,29.69,58.5,31.18,Clay,Low,High,Low,28.75
47.37,5.35,1.96,39.96,28.25,69.26,Clay,Low,Medium,High,23.97
72.47,5.84,2.03,83.38,27.48,22.17,Peaty,High,Medium,Low,27.56
43.91,7.62,2.36,47.41,51.65,74.89,Peaty,Medium,High,High,23.15
18.77,7.96,1.65,42.82,24.99,70.4,Loamy,Medium,Low,High,31.73
41.13,5.26,2.19,62.0,25.69,74.07,Silty,Medium,Medium,High,32.57
50.4,5.1,2.16,46.14,33.22,86.21,Peaty,Medium,Medium,High,29.85
62.6,6.84,2.26,57.02,55.39,52.69,Clay,Medium,High,Medium,22.12
30.27,7.69,1.87,26.92,49.32,74.02,Loamy,Low,Medium,High,31.9
60.66,5.34,2.22,32.86,65.91,47.38,Clay,Low,High,Medium,30.09
57.93,5.57,1.7,23.3,32.76,66.09,Clay,Low,Medium,High,23.79
40.23,5.64,1.87,52.73,14.74,52.69,Clay,Medium,Low,Medium,30.96
44.59,5.95,2.19,85.23,37.64,53.09,Peaty,High,Medium,Medium,28.13
8.22,5.53,2.07,78.25,38.51,79.31,Sandy,High,Medium,High,33.5
26.36,6.19,1.63,70.54,35.02,33.44,Sandy,High,Medium,Low,37.34
49.99,6.64,2.8,92.45,56.61,68.85,Clay,High,High,High,24.8
49.94,7.35,2.23,65.94,54.84,44.12,Silty,Medium,High,Medium,26.78
32.78,7.53,1.11,39.76,22.17,17.6,Silty,Low,Low,Low,27.92
37.79,6.5,1.68,47.0,29.02,21.41,Silty,Medium,Medium,Low,28.84
26.98,6.08,1.55,38.51,42.11,42.72,Sandy,Low,Medium,Medium,29.45
59.46,7.01,2.48,96.11,54.84,48.93,Clay,High,High,Medium,23.39
48.92,5.84,2.32,61.17,64.27,69.8,Peaty,Medium,High,High,29.35
19.63,5.07,2.01,61.76,60.03,80.56,Sandy,Medium,High,High,25.99
22.26,6.61,1.84,43.47,30.5,77.1,Sandy,Medium,Medium,High,33.72
30.29,6.82,2.22,73.9,40.01,85.52,Clay,High,Medium,High,30.31
38.19,7.4,1.69,63.1,24.62,39.98,Loamy,Medium,Low,Medium,29.92
30.13,5.19,1.7,53.07,19.29,40.8,Clay,Medium,Low,Medium,22.79
53.98,6.33,2.05,56.41,54.66,39.98,Silty,Medium,High,Medium,28.5
23.42,5.44,1.58,93.46,15.48,32.15,Loamy,High,Low,Low,30.2
36.87,6.1,1.58,32.1,25.52,68.52,Silty,Low,Medium,High,23.34
43.25,7.93,1.66,49.59,35.75,15.47,Loamy,Medium,Medium,Low,30.51
43.15,6.33,1.72,29.88,10.36,88.87,Silty,Low,Low,High,32.39
41.55,7.67,1.86,93.2,18.36,20.03,Peaty,High,Low,Low,21.25
41.77,6.01,1.36,26.27,25.58,18.55,Silty,Low,Medium,Low,24.51
47.1,5.44,2.17,71.84,49.4,65.74,Peaty,High,Medium,High,28.96
73.41,7.26,2.7,52.48,69.07,76.71,Peaty,Medium,High,High,25.49
25.2,6.56,2.15,82.18,17.41,72.95,Loamy,High,Low,High,27.21
27.55,7.75,1.87,48.65,10.71,82.34,Silty,Medium,Low,High,26.01
41.9,5.7,1.89,24.14,60.89,69.84,Loamy,Low,High,High,27.77
63.53,6.56,2.2,61.1,65.41,48.92,Clay,Medium,High,Medium,22.7
33.7,7.09,1.22,20.62,16.21,55.88,Loamy,Low,Low,Medium,24.61
53.49,5.37,1.92,52.39,40.55,20.85,Clay,Medium,Medium,Low,23.68
49.71,7.04,2.54,70.15,52.77,76.35,Clay,High,High,High,31.23
20.14,6.86,1.77,76.37,58.97,18.56,Sandy,High,High,Low,31.53
10.53,7.83,1.73,52.09,40.37,53.33,Sandy,Medium,Medium,Medium,35.3
19.31,5.14,1.84,56.59,49.56,61.5,Sandy,Medium,Medium,Medium,37.95
14.59,7.27,1.92,36.15,53.44,79.81,Sandy,Low,High,High,29.07
53.44,5.71,2.19,26.99,34.62,86.79,Clay,Low,Medium,High,24.74
30.09,7.21,1.88,48.86,40.58,42.48,Silty,Medium,Medium,Medium,29.5
60.12,6.68,2.02,54.66,64.63,22.1,Peaty,Medium,High,Low,25.33
11.63,5.26,2.12,76.4,50.62,57.43,Sandy,High,High,Medium,33.63
22.07,5.23,1.76,54.8,40.43,33.38,Loamy,Medium,Medium,Low,26.92
58.03,6.83,1.65,34.66,40.89,24.05,Clay,Low,Medium,Low,22.12
58.05,6.54,2.02,55.61,21.38,54.66,Clay,Medium,Low,Medium,25.64
54.24,6.4,1.44,21.59,18.8,38.14,Clay,Low,Low,Medium,29.91
27.19,5.29,1.51,25.78,18.86,85.95,Silty,Low,Low,High,23.11
42.87,7.74,2.35,70.15,65.81,69.15,Peaty,High,High,High,23.04
43.75,6.42,2.03,51.15,41.18,52.01,Peaty,Medium,Medium,Medium,24.97
26.04,5.64,1.9,58.91,48.35,73.31,Sandy,Medium,Medium,High,37.0
62.55,7.62,2.4,98.12,14.78,70.58,Clay,High,Low,High,27.18
15.22,7.2,1.03,43.49,16.25,30.45,Sandy,Medium,Low,Low,34.51
8.5,5.97,1.53,52.11,55.76,47.61,Sandy,Medium,High,Medium,30.52
27.11,6.49,1.9,85.01,22.27,46.55,Sandy,High,Low,Medium,36.74
66.29,7.15,2.25,72.29,29.93,71.0,Peaty,High,Medium,High,20.25
62.33,7.56,2.13,75.61,31.3,54.01,Clay,High,Medium,Medium,25.15
44.42,5.68,1.76,57.98,32.6,25.48,Loamy,Medium,Medium,Low,23.86
32.08,5.31,2.21,72.08,69.3,66.1,Clay,High,High,High,31.71
19.39,7.08,2.03,58.2,42.31,71.55,Loamy,Medium,Medium,High,27.36
60.58,5.16,2.54,94.02,21.18,84.65,Peaty,High,Low,High,27.25
49.57,6.7,1.6,23.74,12.16,44.09,Peaty,Low,Low,Medium,20.31
42.87,6.89,2.36,61.25,43.35,82.59,Clay,Medium,Medium,High,31.91
18.05,6.97,1.7,64.38,50.77,33.14,Loamy,Medium,High,Low,23.93
38.12,5.59,1.84,76.31,37.55,38.08,Loamy,High,Medium,Medium,24.38
38.65,7.09,2.29,80.11,10.13,89.93,Loamy,High,Low,High,29.81
62.85,6.22,2.04,40.69,61.53,24.36,Clay,Medium,High,Low,26.94
36.3,6.06,1.87,21.28,40.39,82.71,Clay,Low,Medium,High,29.15
21.96,7.53,1.62,97.65,27.31,22.98,Sandy,High,Medium,Low,34.5
12.29,6.29,1.81,54.85,42.89,76.75,Sandy,Medium,Medium,High,26.23
42.28,5.02,2.26,60.76,67.62,53.91,Clay,Medium,High,Medium,28.14
20.94,5.86,2.22,94.65,50.19,54.99,Loamy,High,High,Medium,23.68
46.77,5.36,2.2,61.88,19.26,66.71,Clay,Medium,Low,High,28.57
67.82,7.11,1.69,47.54,12.5,32.03,Peaty,Medium,Low,Low,23.22
19.24,6.75,1.49,37.29,59.04,15.41,Sandy,Low,High,Low,34.13
51.69,7.72,2.25,38.35,58.84,52.56,Silty,Low,High,Medium,30.83
60.95,7.53,2.46,88.68,61.5,28.67,Clay,High,High,Low,22.73
56.13,7.8,2.08,76.29,34.1,26.85,Peaty,High,Medium,Low,24.31
52.69,6.76,2.0,83.7,23.07,52.06,Silty,High,Low,Medium,30.32
27.66,6.72,1.94,94.82,51.5,34.81,Loamy,High,High,Low,32.06
27.01,6.61,1.88,46.43,38.4,76.01,Sandy,Medium,Medium,High,36.37
18.84,5.28,1.77,64.08,45.31,22.41,Sandy,Medium,Medium,Low,25.15
49.07,6.88,2.17,90.13,49.25,35.19,Silty,High,Medium,Medium,32.65
32.09,7.33,2.2,96.87,17.69,51.95,Loamy,High,Low,Medium,28.81
44.91,6.83,1.97,50.58,57.19,16.95,Silty,Medium,High,Low,25.58
27.44,7.35,1.75,70.46,10.88,65.02,Silty,High,Low,High,29.8
10.99,6.08,2.5,96.87,68.4,66.1,Sandy,High,High,High,25.33
42.25,6.8,2.47,93.12,62.78,57.45,Peaty,High,High,Medium,24.57
65.85,6.63,1.96,45.75,32.64,33.9,Peaty,Medium,Medium,Low,25.15
25.0,5.72,1.96,63.67,26.15,66.18,Sandy,Medium,Medium,High,36.11
30.81,5.56,1.94,57.74,15.77,86.25,Loamy,Medium,Low,High,28.59
32.35,6.1,1.61,31.79,22.8,52.43,Silty,Low,Low,Medium,23.14
53.19,5.25,2.72,82.27,62.67,72.24,Peaty,High,High,High,23.18
36.35,5.07,1.82,39.93,18.7,77.7,Silty,Low,Low,High,31.72
42.77,5.38,1.87,29.92,46.95,57.05,Peaty,Low,Medium,Medium,20.37
55.08,6.68,2.56,64.93,44.25,72.65,Peaty,Medium,Medium,High,25.99
15.17,7.78,1.95,47.4,61.39,57.02,Sandy,Medium,High,Medium,34.82
49.69,5.84,1.99,49.86,54.41,30.62,Clay,Medium,High,Low,22.28
37.33,7.44,1.36,25.16,47.28,17.41,Clay,Low,Medium,Low,27.96
30.63,5.11,1.45,21.15,23.84,45.72,Clay,Low,Low,Medium,30.94
55.37,6.97,2.13,96.18,53.58,25.38,Peaty,High,High,Low,22.72
40.23,7.93,1.97,39.19,36.76,58.57,Silty,Low,Medium,Medium,24.7
25.82,7.71,1.92,57.0,14.77,78.76,Loamy,Medium,Low,High,29.76
18.61,5.97,2.49,74.26,66.81,77.48,Sandy,High,High,High,28.65
49.95,7.71,1.68,34.75,15.42,69.97,Peaty,Low,Low,High,20.7
62.74,6.91,3.07,93.6,69.24,89.89,Peaty,High,High,High,29.26
22.03,5.27,2.25,39.33,68.38,85.52,Sandy,Low,High,High,34.52
45.08,5.18,1.86,34.87,41.58,48.03,Peaty,Low,Medium,Medium,27.34
25.66,5.19,2.27,63.09,47.2,83.24,Loamy,Medium,Medium,High,26.1
64.96,6.08,1.97,32.39,25.05,87.24,Peaty,Low,Medium,High,20.57
39.77,7.48,1.7,22.54,50.28,48.52,Silty,Low,High,Medium,23.39
41.65,7.31,2.19,30.04,45.59,88.55,Silty,Low,Medium,High,27.28
53.85,7.79,1.73,53.34,14.09,20.44,Peaty,Medium,Low,Low,22.35
44.04,5.62,2.01,74.36,18.3,59.14,Loamy,High,Low,Medium,30.22
64.04,6.46,1.58,34.38,20.47,41.33,Clay,Low,Low,Medium,28.04
58.55,6.79,1.85,62.51,25.02,31.25,Clay,Medium,Medium,Low,23.56
50.94,5.25,1.92,27.43,67.14,26.07,Clay,Low,High,Low,24.01
49.62,5.51,2.19,50.79,58.92,71.86,Clay,Medium,High,High,28.72
44.82,5.15,1.78,49.33,69.02,18.15,Loamy,Medium,High,Low,28.26
60.99,5.02,2.71,73.69,48.69,70.44,Peaty,High,Medium,High,25.83
53.84,6.97,2.15,26.62,24.99,88.85,Peaty,Low,Low,High,22.15
31.22,5.25,2.18,52.36,46.7,89.27,Loamy,Medium,Medium,High,30.77
21.28,7.92,1.48,32.02,66.57,29.08,Sandy,Low,High,Low,36.29
39.99,7.6,2.13,74.05,60.48,22.43,Loamy,High,High,Low,31.96
36.47,6.98,1.61,51.85,11.06,48.6,Clay,Medium,Low,Medium,29.35
51.86,5.81,2.0,39.09,50.38,40.63,Clay,Low,High,Medium,28.51
56.96,6.18,1.56,20.09,36.49,16.17,Peaty,Low,Medium,Low,20.17
33.27,5.8,1.96,38.43,52.79,73.13,Silty,Low,High,High,30.19
46.08,5.93,2.22,52.83,56.83,50.09,Peaty,Medium,High,Medium,25.45
45.33,6.46,2.13,64.08,45.36,75.3,Peaty,Medium,Medium,High,20.62
37.35,6.72,2.07,99.24,64.02,22.87,Loamy,High,High,Low,29.53
40.8,7.25,1.72,41.93,47.93,46.74,Peaty,Medium,Medium,Medium,22.15
18.1,5.94,1.87,40.27,69.32,74.1,Sandy,Medium,High,High,31.65
45.39,7.03,1.89,53.45,38.16,62.61,Silty,Medium,Medium,Medium,25.17
56.64,5.21,2.12,61.25,69.94,33.09,Clay,Medium,High,Low,30.13
58.58,7.82,1.54,38.93,10.95,51.67,Clay,Low,Low,Medium,29.82
58.66,5.13,2.51,90.59,37.32,66.28,Clay,High,Medium,High,25.26
18.37,7.2,1.83,76.45,63.76,35.22,Loamy,High,High,Medium,28.31
73.01,7.66,1.91,55.63,23.0,21.46,Peaty,Medium,Low,Low,20.31
19.81,5.31,1.23,32.12,57.53,15.72,Loamy,Low,High,Low,29.31
49.27,5.33,1.62,31.53,19.37,48.08,Peaty,Low,Low,Medium,22.16
19.4,7.53,1.32,26.25,32.76,27.78,Sandy,Low,Medium,Low,31.22
8.65,7.88,1.56,47.09,48.99,67.42,Sandy,Medium,Medium,High,35.72
44.42,7.44,2.2,44.15,59.09,72.77,Silty,Medium,High,High,29.38
23.4,6.51,1.66,52.28,49.74,45.0,Sandy,Medium,Medium,Medium,27.09
47.84,7.77,1.94,41.26,31.33,76.34,Silty,Medium,Medium,High,29.94
34.08,6.98,2.0,80.88,67.01,33.2,Clay,High,High,Low,27.3
13.14,7.92,1.6,70.96,29.75,24.07,Sandy,High,Medium,Low,30.75
47.69,5.68,2.29,75.25,54.3,60.27,Peaty,High,High,Medium,20.25
22.76,5.82,1.89,44.75,41.0,67.26,Sandy,Medium,Medium,High,25.48
45.75,7.94,2.61,92.42,59.37,63.28,Peaty,High,High,Medium,21.35
59.82,6.11,2.65,63.19,55.89,70.45,Clay,Medium,High,High,30.35
52.44,6.04,1.68,25.31,28.55,42.4,Clay,Low,Medium,Medium,30.57
63.28,6.2,1.83,50.97,51.54,16.43,Clay,Medium,High,Low,24.18
58.36,7.19,2.23,83.73,50.35,25.3,Clay,High,High,Low,31.31
30.26,7.59,1.86,69.75,32.93,30.76,Clay,Medium,Medium,Low,27.59
60.77,5.1,1.43,20.85,47.63,16.91,Clay,Low,Medium,Low,28.94
47.24,7.12,1.68,22.07,66.68,33.28,Clay,Low,High,Low,30.38
27.08,5.71,1.57,90.78,15.79,17.69,Loamy,High,Low,Low,23.93
20.71,5.4,1.86,34.26,57.11,54.32,Loamy,Low,High,Medium,26.77
42.09,6.72,2.11,50.98,42.16,54.57,Clay,Medium,Medium,Medium,27.51
35.93,6.44,2.06,80.75,37.04,74.05,Loamy,High,Medium,High,25.99
40.6,7.68,1.96,56.19,38.67,51.72,Peaty,Medium,Medium,Medium,28.91
43.05,7.59,2.66,86.29,56.08,70.77,Loamy,High,High,High,32.35
48.44,6.85,2.81,95.62,62.19,69.82,Silty,High,High,High,26.54
16.39,7.11,2.33,50.17,64.7,85.76,Sandy,Medium,High,High,37.46
27.74,5.55,1.62,21.18,52.22,72.17,Silty,Low,High,High,28.1
27.31,6.62,1.76,32.89,27.54,73.87,Sandy,Low,Medium,High,31.99
15.62,6.06,1.56,69.53,10.48,49.57,Sandy,Medium,Low,Medium,36.76
51.31,5.41,2.03,89.5,22.34,46.3,Silty,High,Low,Medium,24.27
33.61,5.6,1.57,30.96,44.92,15.42,Silty,Low,Medium,Low,27.81
44.67,6.02,2.13,69.04,14.84,71.04,Silty,Medium,Low,High,28.49
47.09,6.21,2.43,98.77,51.69,58.59,Peaty,High,High,Medium,20.31
17.56,6.07,2.1,21.09,64.3,89.16,Sandy,Low,High,High,29.72
51.0,6.48,2.61,67.73,66.3,74.78,Clay,Medium,High,High,25.33
47.67,6.63,2.39,41.68,60.76,88.62,Silty,Medium,High,High,32.45
19.42,6.36,1.99,90.44,19.54,74.1,Sandy,High,Low,High,32.92
20.68,6.93,1.8,70.11,53.81,44.5,Sandy,High,High,Medium,29.11
53.59,5.35,2.61,92.81,38.82,76.6,Peaty,High,Medium,High,26.63
53.88,6.36,2.04,50.98,32.65,75.85,Clay,Medium,Medium,High,31.08
26.36,5.1,2.0,85.1,43.92,34.96,Sandy,High,Medium,Low,35.1
11.63,7.68,1.16,28.28,11.1,51.8,Sandy,Low,Low,Medium,26.62
59.0,7.58,2.18,37.84,52.37,87.25,Clay,Low,High,High,31.3
42.99,7.48,2.46,97.58,54.15,40.57,Loamy,High,High,Medium,26.61
45.17,7.39,2.18,92.07,23.46,43.11,Silty,High,Low,Medium,26.47
30.9,6.89,2.08,77.49,36.8,68.81,Loamy,High,Medium,High,29.22
54.53,5.12,1.8,60.42,49.39,20.69,Clay,Medium,Medium,Low,31.31
50.68,6.47,1.7,62.6,35.2,23.69,Clay,Medium,Medium,Low,29.04
35.83,5.85,2.34,66.32,62.64,86.8,Clay,Medium,High,High,24.6
12.44,5.94,1.47,85.73,21.01,23.53,Sandy,High,Low,Low,35.03
23.74,5.68,2.44,67.36,69.21,77.2,Loamy,Medium,High,High,27.81
28.22,6.94,2.35,85.54,68.49,74.06,Silty,High,High,High,25.51
33.37,5.33,2.26,67.84,51.72,71.82,Loamy,Medium,High,High,24.61
33.26,6.24,1.5,46.0,26.16,48.95,Clay,Medium,Medium,Medium,31.11
15.87,7.69,1.55,96.68,21.77,20.98,Sandy,High,Low,Low,31.16
55.65,6.07,2.25,57.71,65.16,32.35,Clay,Medium,High,Low,27.16
13.15,5.03,2.02,68.4,31.13,79.1,Sandy,Medium,Medium,High,27.38
20.38,7.18,2.1,99.18,21.18,73.55,Sandy,High,Low,High,28.51
8.7,6.05,1.34,62.3,16.6,31.33,Sandy,Medium,Low,Low,27.68
73.14,7.1,2.55,42.11,40.93,82.67,Peaty,Medium,Medium,High,28.1
71.16,5.14,2.64,78.54,23.44,81.08,Peaty,High,Low,High,21.19
16.66,7.59,2.0,64.22,47.17,71.73,Sandy,Medium,Medium,High,30.45
42.06,6.83,2.33,60.51,68.69,68.38,Silty,Medium,High,High,26.97
73.45,6.15,2.61,34.72,52.85,81.81,Peaty,Low,High,High,20.46
18.37,5.43,2.17,84.67,31.67,78.11,Loamy,High,Medium,High,27.66
